"session_i","session_j","run_i","run_j","component","PLV"
13,11,1,2,9,0.291021547306854
13,11,2,1,9,0.114318802868286
13,11,2,2,9,0.112785462645208
13,12,1,1,9,0.15277951607689
13,12,1,2,9,0.0532115082096584
13,12,2,1,9,0.0849743275690823
13,12,2,2,9,0.149332617262359
13,13,1,1,9,0.124613083253397
13,13,1,2,9,0.304759910542899
13,13,2,1,9,0.0362341101218064
13,13,2,2,9,0.230422808687896
13,14,1,1,9,0.319277505540133
13,14,1,2,9,0.362971345377365
13,14,2,1,9,0.139714548104168
13,14,2,2,9,0.170272988447038
13,15,1,1,9,0.0543802446628075
13,15,1,2,9,0.150846855567655
13,15,2,1,9,0.230552139990411
13,15,2,2,9,0.176755123680886
13,16,1,1,9,0.106511398198817
13,16,1,2,9,0.0491909555092603
13,16,2,1,9,0.208512886564511
13,16,2,2,9,0.0816747709562824
13,17,1,1,9,0.0598134989925966
13,17,1,2,9,0.0880147826727605
13,17,2,1,9,0.128382953583974
13,17,2,2,9,0.144734030022026
13,18,1,1,9,0.239887774696122
13,18,1,2,9,0.0295397136908767
13,18,2,1,9,0.208107552740289
13,18,2,2,9,0.0391987708217992
13,19,1,1,9,0.161719849277841
13,19,1,2,9,0.243896994382076
13,19,2,1,9,0.101539483856223
13,19,2,2,9,0.151945557672823
14,1,1,1,9,0.116528391518125
14,1,1,2,9,0.103339144320335
14,1,2,1,9,0.0577068840320631
14,1,2,2,9,0.138722997848245
14,2,1,1,9,0.247429021062322
14,2,1,2,9,0.177374240237368
14,2,2,1,9,0.0176856337162875
14,2,2,2,9,0.206557514525141
14,3,1,1,9,0.109045058206064
14,3,1,2,9,0.0546956268373899
14,3,2,1,9,0.087417855410706
14,3,2,2,9,0.32029423516585
14,4,1,1,9,0.181459014911305
14,4,1,2,9,0.14922718238084
14,4,2,1,9,0.1696899866766
14,4,2,2,9,0.151457978009232
14,5,1,1,9,0.118277150135925
14,5,1,2,9,0.0933474692749549
14,5,2,1,9,0.136788312420255
14,5,2,2,9,0.182590761805333
14,6,1,1,9,0.235962707684307
14,6,1,2,9,0.0373464128841988
14,6,2,1,9,0.073981295401066
14,6,2,2,9,0.107112691772769
14,7,1,1,9,0.296546104202802
14,7,1,2,9,0.162536548588664
14,7,2,1,9,0.0991281852440683
14,7,2,2,9,0.14824059485096
14,8,1,1,9,0.178572702683732
14,8,1,2,9,0.103632353280049
14,8,2,1,9,0.0719046031075019
14,8,2,2,9,0.201468381813339
14,9,1,1,9,0.140921951044836
14,9,1,2,9,0.0636017667600953
14,9,2,1,9,0.193291711340048
14,9,2,2,9,0.0818504949600324
14,10,1,1,9,0.0923727395244263
14,10,1,2,9,0.208953915958316
14,10,2,1,9,0.0721843403550806
14,10,2,2,9,0.230127562476724
14,11,1,1,9,0.276933385738514
14,11,1,2,9,0.0391606310888691
14,11,2,1,9,0.0963863249069847
14,11,2,2,9,0.246931341817934
14,12,1,1,9,0.163415691672742
14,12,1,2,9,0.30231292469574
14,12,2,1,9,0.205221721421885
14,12,2,2,9,0.207650464037132
14,13,1,1,9,0.141098261457617
14,13,1,2,9,0.208637850401871
14,13,2,1,9,0.176799776996718
14,13,2,2,9,0.0585531877943569
14,14,1,1,9,0.344016308938892
14,14,1,2,9,0.170666899316941
14,14,2,1,9,0.112565217288527
14,14,2,2,9,0.350733762598797
14,15,1,1,9,0.101245571440087
14,15,1,2,9,0.1314232307104
14,15,2,1,9,0.1533705125184
14,15,2,2,9,0.167401715604341
14,16,1,1,9,0.183349951410748
14,16,1,2,9,0.266569257384248
14,16,2,1,9,0.210072117024099
14,16,2,2,9,0.0903748706472205
14,17,1,1,9,0.0765792920619841
14,17,1,2,9,0.126774852036668
14,17,2,1,9,0.226919929554248
14,17,2,2,9,0.140210788849647
14,18,1,1,9,0.0643753576325024
14,18,1,2,9,0.343430365426407
14,18,2,1,9,0.170021565068692
14,18,2,2,9,0.0857155499181675
14,19,1,1,9,0.0475390424009598
14,19,1,2,9,0.141917041600362
14,19,2,1,9,0.0590276580983241
14,19,2,2,9,0.187585476347416
15,1,1,1,9,0.116215400051753
15,1,1,2,9,0.126251611647896
15,1,2,1,9,0.0852932618757159
15,1,2,2,9,0.098566734405361
15,2,1,1,9,0.194852504361179
15,2,1,2,9,0.20045023857777
15,2,2,1,9,0.128596136742459
15,2,2,2,9,0.107508025769
15,3,1,1,9,0.130311788343507
15,3,1,2,9,0.20418435328156
15,3,2,1,9,0.205320711952091
15,3,2,2,9,0.232589416127418
15,4,1,1,9,0.222619989402915
15,4,1,2,9,0.121298867893593
15,4,2,1,9,0.29114274154814
15,4,2,2,9,0.0931896401349176
15,5,1,1,9,0.253049129432282
15,5,1,2,9,0.184939745332234
15,5,2,1,9,0.430267423836708
15,5,2,2,9,0.156135870964925
15,6,1,1,9,0.2309457414583
15,6,1,2,9,0.107733063245039
15,6,2,1,9,0.311142404984633
15,6,2,2,9,0.301761775946361
15,7,1,1,9,0.210918572276207
15,7,1,2,9,0.177194726867115
15,7,2,1,9,0.256509075975972
15,7,2,2,9,0.246350455949926
15,8,1,1,9,0.120843631878757
15,8,1,2,9,0.241380202128794
15,8,2,1,9,0.230912675870176
15,8,2,2,9,0.149819488487737
15,9,1,1,9,0.274263457164235
15,9,1,2,9,0.0985016617566451
15,9,2,1,9,0.41440025886719
15,9,2,2,9,0.134567063315585
15,10,1,1,9,0.189442354088504
15,10,1,2,9,0.270534782227324
15,10,2,1,9,0.137117296828795
15,10,2,2,9,0.20094713047295
15,11,1,1,9,0.180646570441222
15,11,1,2,9,0.206155110659325
15,11,2,1,9,0.178108122261434
15,11,2,2,9,0.146764805681355
15,12,1,1,9,0.133625741224318
15,12,1,2,9,0.0395060031315249
15,12,2,1,9,0.160914068598896
15,12,2,2,9,0.137793232479615
15,13,1,1,9,0.134716523860931
15,13,1,2,9,0.338247795807317
15,13,2,1,9,0.0446456405448641
15,13,2,2,9,0.267822911560628
15,14,1,1,9,0.231726882290773
15,14,1,2,9,0.15672647680053
15,14,2,1,9,0.354042907372394
15,14,2,2,9,0.246916116610641
15,15,1,1,9,0.267581842634896
15,15,1,2,9,0.205159892760241
15,15,2,1,9,0.475585217568131
15,15,2,2,9,0.206846026915338
15,16,1,1,9,0.186853881255754
15,16,1,2,9,0.137844615755303
15,16,2,1,9,0.10095184807623
15,16,2,2,9,0.291883276986959
15,17,1,1,9,0.118235878288602
15,17,1,2,9,0.147721418336564
15,17,2,1,9,0.21445984135381
15,17,2,2,9,0.0651178397831118
15,18,1,1,9,0.103971251323762
15,18,1,2,9,0.207967702154797
15,18,2,1,9,0.276464215251309
15,18,2,2,9,0.211159790455773
15,19,1,1,9,0.0468078205892244
15,19,1,2,9,0.212818627709387
15,19,2,1,9,0.132517083095409
15,19,2,2,9,0.276486451225922
16,1,1,1,9,0.0722483174084344
16,1,1,2,9,0.114471156213747
16,1,2,1,9,0.205073030270147
16,1,2,2,9,0.106471752033258
16,2,1,1,9,0.118644682000546
16,2,1,2,9,0.154425901719405
16,2,2,1,9,0.0523134379723799
16,2,2,2,9,0.0593967650934906
16,3,1,1,9,0.117018067437002
16,3,1,2,9,0.128670316524244
16,3,2,1,9,0.211838923294378
16,3,2,2,9,0.318237374495622
16,4,1,1,9,0.122753451745411
16,4,1,2,9,0.197605175796077
16,4,2,1,9,0.259958648961194
16,4,2,2,9,0.199705744617282
16,5,1,1,9,0.0150565354671221
16,5,1,2,9,0.0380274285684496
16,5,2,1,9,0.240257855939035
16,5,2,2,9,0.0582597327594844
16,6,1,1,9,0.0961652548751952
16,6,1,2,9,0.0473373261160854
16,6,2,1,9,0.118102211341119
16,6,2,2,9,0.156656838639447
16,7,1,1,9,0.22580145083871
16,7,1,2,9,0.0927277415867701
16,7,2,1,9,0.330835891349347
16,7,2,2,9,0.147765266544226
16,8,1,1,9,0.0865661942621288
16,8,1,2,9,0.192066594719911
16,8,2,1,9,0.110547295866729
16,8,2,2,9,0.0985567376998953
16,9,1,1,9,0.121538981272211
16,9,1,2,9,0.108240456438186
16,9,2,1,9,0.254845808753404
16,9,2,2,9,0.219802651660541
16,10,1,1,9,0.197812567075416
16,10,1,2,9,0.301730720977779
16,10,2,1,9,0.141179753631092
16,10,2,2,9,0.404596899436536
16,11,1,1,9,0.166979966990066
16,11,1,2,9,0.122726492449616
16,11,2,1,9,0.103397609309459
16,11,2,2,9,0.3852671126143
16,12,1,1,9,0.205463290034579
16,12,1,2,9,0.266868264663667
16,12,2,1,9,0.0493712136121734
16,12,2,2,9,0.02298915383312
16,13,1,1,9,0.0860789713541809
16,13,1,2,9,0.0297827395319295
16,13,2,1,9,0.181602492375245
16,13,2,2,9,0.436536243173201
16,14,1,1,9,0.345075422332749
16,14,1,2,9,0.28384579912681
16,14,2,1,9,0.228659895882151
16,14,2,2,9,0.242629553135087
16,15,1,1,9,0.157444052742199
16,15,1,2,9,0.20118953508693
16,15,2,1,9,0.0200760507210075
16,15,2,2,9,0.219187864109494
16,16,1,1,9,0.112179778057786
16,16,1,2,9,0.330647678273715
16,16,2,1,9,0.226449921439614
16,16,2,2,9,0.178491454260594
16,17,1,1,9,0.072115174665895
16,17,1,2,9,0.194557852262072
16,17,2,1,9,0.0842227759127576
16,17,2,2,9,0.0648735820499779
16,18,1,1,9,0.204802544416238
16,18,1,2,9,0.413896904931338
16,18,2,1,9,0.198195381638254
16,18,2,2,9,0.147039471155048
16,19,1,1,9,0.158629948793471
16,19,1,2,9,0.0914012914079008
16,19,2,1,9,0.138977620848536
16,19,2,2,9,0.199708696082962
17,1,1,1,9,0.296304301962005
17,1,1,2,9,0.124535908468807
17,1,2,1,9,0.244717214455559
17,1,2,2,9,0.147477680254663
17,2,1,1,9,0.167344815938275
17,2,1,2,9,0.179215977066238
17,2,2,1,9,0.110200257813091
17,2,2,2,9,0.0748280867111539
17,3,1,1,9,0.275923406396687
17,3,1,2,9,0.35685585094716
17,3,2,1,9,0.193119337713383
17,3,2,2,9,0.102235695989991
17,4,1,1,9,0.475307662741881
17,4,1,2,9,0.0694587038841472
17,4,2,1,9,0.312052782670927
17,4,2,2,9,0.14904526691731
17,5,1,1,9,0.167814714869985
17,5,1,2,9,0.359962798435944
17,5,2,1,9,0.132167240597379
17,5,2,2,9,0.0492097272143033
17,6,1,1,9,0.345855647039958
17,6,1,2,9,0.096048670666995
17,6,2,1,9,0.24305339675332
17,6,2,2,9,0.230407357758679
17,7,1,1,9,0.167177696299615
17,7,1,2,9,0.127182653487604
17,7,2,1,9,0.135477982843849
17,7,2,2,9,0.110330405694862
17,8,1,1,9,0.0548596393261719
17,8,1,2,9,0.200382586463914
17,8,2,1,9,0.132461478347957
17,8,2,2,9,0.177288229439603
17,9,1,1,9,0.315463056304226
17,9,1,2,9,0.194172417245666
17,9,2,1,9,0.204264506169634
17,9,2,2,9,0.12775370802006
17,10,1,1,9,0.0304421041566504
17,10,1,2,9,0.0978295809513983
17,10,2,1,9,0.0941880354739408
17,10,2,2,9,0.171973103107816
17,11,1,1,9,0.0574393239735787
17,11,1,2,9,0.30683900114987
17,11,2,1,9,0.0710702213743815
17,11,2,2,9,0.215007471596558
17,12,1,1,9,0.168498255911221
17,12,1,2,9,0.145611229045542
17,12,2,1,9,0.207248690863699
17,12,2,2,9,0.195062689692669
17,13,1,1,9,0.206390423122027
17,13,1,2,9,0.173432707326948
17,13,2,1,9,0.223013357007232
17,13,2,2,9,0.142663260048072
17,14,1,1,9,0.170210604198074
17,14,1,2,9,0.156759263605794
17,14,2,1,9,0.274804461830021
17,14,2,2,9,0.258386547231709
17,15,1,1,9,0.162123017042528
17,15,1,2,9,0.129599865473677
17,15,2,1,9,0.0248912861150338
17,15,2,2,9,0.225142712546384
17,16,1,1,9,0.0881932479447057
17,16,1,2,9,0.19074821954191
17,16,2,1,9,0.187806307814612
17,16,2,2,9,0.150507014619334
17,17,1,1,9,0.274304905600176
17,17,1,2,9,0.126174608119168
17,17,2,1,9,0.106879783854934
17,17,2,2,9,0.0516990567491907
17,18,1,1,9,0.260686998824757
17,18,1,2,9,0.220236219583345
17,18,2,1,9,0.0741930204285913
17,18,2,2,9,0.131369431877786
17,19,1,1,9,0.266923192174853
17,19,1,2,9,0.0812676635488477
17,19,2,1,9,0.144919919606866
17,19,2,2,9,0.256084308782138
18,1,1,1,9,0.208808871910648
18,1,1,2,9,0.0840542696256237
18,1,2,1,9,0.304185624997801
18,1,2,2,9,0.0627514174550934
18,2,1,1,9,0.09822936263079
18,2,1,2,9,0.174020626517133
18,2,2,1,9,0.136851216953525
18,2,2,2,9,0.161044439161111
18,3,1,1,9,0.173996473573675
18,3,1,2,9,0.314837714180886
18,3,2,1,9,0.299805449046445
18,3,2,2,9,0.459470126345345
18,4,1,1,9,0.300066905485282
18,4,1,2,9,0.101809094056664
18,4,2,1,9,0.460691624597032
18,4,2,2,9,0.0375788366848445
18,5,1,1,9,0.123992833495813
18,5,1,2,9,0.302643173925159
18,5,2,1,9,0.197399046577261
18,5,2,2,9,0.378509013449796
18,6,1,1,9,0.15750273840978
18,6,1,2,9,0.0436131825012167
18,6,2,1,9,0.298323025105977
18,6,2,2,9,0.0317202618161973
18,7,1,1,9,0.144426682933579
18,7,1,2,9,0.146632722725194
18,7,2,1,9,0.0855304605348843
18,7,2,2,9,0.160723793818568
18,8,1,1,9,0.0918900253772361
18,8,1,2,9,0.304606458471503
18,8,2,1,9,0.109936292963755
18,8,2,2,9,0.193209015290137
18,9,1,1,9,0.131580968366524
18,9,1,2,9,0.18510785352188
18,9,2,1,9,0.287429397022084
18,9,2,2,9,0.238718964234255
18,10,1,1,9,0.157631312825526
18,10,1,2,9,0.196293238903944
18,10,2,1,9,0.117314338795617
18,10,2,2,9,0.10043155571029
18,11,1,1,9,0.0847093411319725
18,11,1,2,9,0.29618359005163
18,11,2,1,9,0.083581549511376
18,11,2,2,9,0.357719308214466
18,12,1,1,9,0.191726752697146
18,12,1,2,9,0.195168221563209
18,12,2,1,9,0.181696160431124
18,12,2,2,9,0.134448046592442
18,13,1,1,9,0.10584208256104
18,13,1,2,9,0.231539289459208
18,13,2,1,9,0.0735039850427176
18,13,2,2,9,0.254954472323533
18,14,1,1,9,0.281681157645557
18,14,1,2,9,0.235901717229038
18,14,2,1,9,0.25516847013352
18,14,2,2,9,0.210449798425518
18,15,1,1,9,0.140734540808845
18,15,1,2,9,0.137291862319781
18,15,2,1,9,0.116002510273847
18,15,2,2,9,0.0355767563907821
18,16,1,1,9,0.0586947294408638
18,16,1,2,9,0.178662747970655
18,16,2,1,9,0.0736417756498853
18,16,2,2,9,0.165053846180349
18,17,1,1,9,0.172732753813259
18,17,1,2,9,0.186674847700985
18,17,2,1,9,0.136838365814991
18,17,2,2,9,0.0988703990295946
18,18,1,1,9,0.305403499723062
18,18,1,2,9,0.357859959975757
18,18,2,1,9,0.332838013147584
18,18,2,2,9,0.26056528877909
18,19,1,1,9,0.237363332106326
18,19,1,2,9,0.20885845387322
18,19,2,1,9,0.246990750883369
18,19,2,2,9,0.0757806697202422
19,1,1,1,9,0.323331495676129
19,1,1,2,9,0.219517853940164
19,1,2,1,9,0.231697438617038
19,1,2,2,9,0.208214878523979
19,2,1,1,9,0.060574221442612
19,2,1,2,9,0.114582454823907
19,2,2,1,9,0.114025479463752
19,2,2,2,9,0.140122046968364
19,3,1,1,9,0.279413053521633
19,3,1,2,9,0.398890754161334
19,3,2,1,9,0.270067663329107
19,3,2,2,9,0.361821498367267
19,4,1,1,9,0.355598829727898
19,4,1,2,9,0.108974462770644
19,4,2,1,9,0.36841074752246
19,4,2,2,9,0.105379456607499
19,5,1,1,9,0.140019884889507
19,5,1,2,9,0.289014153649998
19,5,2,1,9,0.235149675556523
19,5,2,2,9,0.394307793963591
19,6,1,1,9,0.231958551165708
19,6,1,2,9,0.0327495726259338
19,6,2,1,9,0.20944536215867
19,6,2,2,9,0.174767482784491
19,7,1,1,9,0.214994713493071
19,7,1,2,9,0.100528147093193
19,7,2,1,9,0.0733009801603422
19,7,2,2,9,0.193071859278033
19,8,1,1,9,0.0955754597948228
19,8,1,2,9,0.154053473826396
19,8,2,1,9,0.108473927241993
19,8,2,2,9,0.155042203470265
19,9,1,1,9,0.253238747642161
19,9,1,2,9,0.223249141973238
19,9,2,1,9,0.292020963754145
19,9,2,2,9,0.145075352628306
19,10,1,1,9,0.0594628805121393
19,10,1,2,9,0.165031876258251
19,10,2,1,9,0.307355329272662
19,10,2,2,9,0.198813516607676
19,11,1,1,9,0.0864310703238917
19,11,1,2,9,0.29201245667565
19,11,2,1,9,0.167321282090134
19,11,2,2,9,0.352767893477402
19,12,1,1,9,0.114202319175883
19,12,1,2,9,0.326843099875204
19,12,2,1,9,0.106985407217671
19,12,2,2,9,0.256228049981903
19,13,1,1,9,0.19265202229819
19,13,1,2,9,0.174789476490166
19,13,2,1,9,0.142843782740948
19,13,2,2,9,0.143186743599119
19,14,1,1,9,0.244517032387579
19,14,1,2,9,0.216123162720725
19,14,2,1,9,0.0421862361846678
19,14,2,2,9,0.195359511596055
19,15,1,1,9,0.18670955167482
19,15,1,2,9,0.256411301641861
19,15,2,1,9,0.181159778987248
19,15,2,2,9,0.086646602370686
19,16,1,1,9,0.0408658861306055
19,16,1,2,9,0.111485150843473
19,16,2,1,9,0.132794716959694
19,16,2,2,9,0.24211475751609
19,17,1,1,9,0.264745834440463
19,17,1,2,9,0.160595201354642
19,17,2,1,9,0.240169360673027
19,17,2,2,9,0.125591615274516
19,18,1,1,9,0.226646944913513
19,18,1,2,9,0.286898382317918
19,18,2,1,9,0.160063764788164
19,18,2,2,9,0.303398212985172
19,19,1,1,9,0.34010328908565
19,19,1,2,9,0.117732857463893
19,19,2,1,9,0.328622722670105
19,19,2,2,9,0.131759406477522
1,1,1,1,10,0.158331288366043
1,1,1,2,10,0.277674622696426
1,1,2,1,10,0.156594974894312
1,1,2,2,10,0.103858418464475
1,2,1,1,10,0.112251143228695
1,2,1,2,10,0.154928806010332
1,2,2,1,10,0.230089152855433
1,2,2,2,10,0.0895605236280666
1,3,1,1,10,0.229048585908009
1,3,1,2,10,0.261187507732301
1,3,2,1,10,0.0506737970097207
1,3,2,2,10,0.372459249125164
1,4,1,1,10,0.182079208021001
1,4,1,2,10,0.272538226819716
1,4,2,1,10,0.24175894700547
1,4,2,2,10,0.0270792381834804
1,5,1,1,10,0.0991858662158226
1,5,1,2,10,0.180438976367348
1,5,2,1,10,0.136477452811069
1,5,2,2,10,0.315781162591154
1,6,1,1,10,0.200885815291591
1,6,1,2,10,0.193475762995632
1,6,2,1,10,0.220512987491496
1,6,2,2,10,0.154426302548311
1,7,1,1,10,0.127401288938075
1,7,1,2,10,0.221764402809083
1,7,2,1,10,0.07918963299883
1,7,2,2,10,0.173392570251957
1,8,1,1,10,0.0844149793240304
1,8,1,2,10,0.127161982902791
1,8,2,1,10,0.0405938414471621
1,8,2,2,10,0.136637947643739
1,9,1,1,10,0.220603663875535
1,9,1,2,10,0.084208213185717
1,9,2,1,10,0.217583783441593
1,9,2,2,10,0.181261522452389
1,10,1,1,10,0.0932929071737755
1,10,1,2,10,0.239843249465343
1,10,2,1,10,0.149694124846195
1,10,2,2,10,0.148928794595928
1,11,1,1,10,0.199193094566361
1,11,1,2,10,0.264318786347443
1,11,2,1,10,0.158920352977745
1,11,2,2,10,0.198797050575227
1,12,1,1,10,0.0208085900771643
1,12,1,2,10,0.161273357350259
1,12,2,1,10,0.00831595510213378
1,12,2,2,10,0.100694540000716
1,13,1,1,10,0.192167050244967
1,13,1,2,10,0.160650628751362
1,13,2,1,10,0.0749373531970764
1,13,2,2,10,0.200159898512782
1,14,1,1,10,0.134427880214033
1,14,1,2,10,0.113154467220327
1,14,2,1,10,0.0743915337192742
1,14,2,2,10,0.291171829759025
1,15,1,1,10,0.0546490623104391
1,15,1,2,10,0.0899874313091793
1,15,2,1,10,0.0870598815775878
1,15,2,2,10,0.0779465472533979
1,16,1,1,10,0.128897042123483
1,16,1,2,10,0.167497579341953
1,16,2,1,10,0.0631584279033334
1,16,2,2,10,0.190781689319133
1,17,1,1,10,0.0136015883606513
1,17,1,2,10,0.0853832986504922
1,17,2,1,10,0.134636527530998
1,17,2,2,10,0.212583014785926
1,18,1,1,10,0.172718207442958
1,18,1,2,10,0.18889315019226
1,18,2,1,10,0.148803877858477
1,18,2,2,10,0.0515749294795119
1,19,1,1,10,0.210621491995284
1,19,1,2,10,0.183612720391654
1,19,2,1,10,0.219687781067403
1,19,2,2,10,0.318727302174495
2,1,1,1,10,0.0710190511001095
2,1,1,2,10,0.150706788645332
2,1,2,1,10,0.0386612635797433
2,1,2,2,10,0.0887324299396233
2,2,1,1,10,0.189746757090632
2,2,1,2,10,0.150488454260748
2,2,2,1,10,0.209947166680008
2,2,2,2,10,0.0973050140572065
2,3,1,1,10,0.261772319687784
2,3,1,2,10,0.218127814850338
2,3,2,1,10,0.299033314555786
2,3,2,2,10,0.217810285583629
2,4,1,1,10,0.0631958552266707
2,4,1,2,10,0.223978944956756
2,4,2,1,10,0.387942049826402
2,4,2,2,10,0.128320946545664
2,5,1,1,10,0.114901016004038
2,5,1,2,10,0.211313168503206
2,5,2,1,10,0.232944850799892
2,5,2,2,10,0.0806601733861312
2,6,1,1,10,0.248845549466157
2,6,1,2,10,0.202156527411221
2,6,2,1,10,0.0950217499117911
2,6,2,2,10,0.281632013999037
2,7,1,1,10,0.101809864004706
2,7,1,2,10,0.300919711134231
2,7,2,1,10,0.111426912821873
2,7,2,2,10,0.101391449541845
2,8,1,1,10,0.0459368930502384
2,8,1,2,10,0.176679774560168
2,8,2,1,10,0.0228366554566798
2,8,2,2,10,0.286317690024452
2,9,1,1,10,0.296433771602676
2,9,1,2,10,0.0667763125869503
2,9,2,1,10,0.266255668462683
2,9,2,2,10,0.204769428142397
2,10,1,1,10,0.134597130782775
2,10,1,2,10,0.267455150160206
2,10,2,1,10,0.186766533512109
2,10,2,2,10,0.234945120762404
2,11,1,1,10,0.198762641891512
2,11,1,2,10,0.185228222322183
2,11,2,1,10,0.257818466154383
2,11,2,2,10,0.0519853732567313
2,12,1,1,10,0.0475703149130623
2,12,1,2,10,0.135339397260392
2,12,2,1,10,0.11685444416914
2,12,2,2,10,0.130614995878634
2,13,1,1,10,0.137762560519544
2,13,1,2,10,0.155460320338057
2,13,2,1,10,0.109278653419903
2,13,2,2,10,0.140771942044904
2,14,1,1,10,0.162426995913432
2,14,1,2,10,0.0211403400881393
2,14,2,1,10,0.200561660416762
2,14,2,2,10,0.159505794136085
2,15,1,1,10,0.115218409015044
2,15,1,2,10,0.184845511216516
2,15,2,1,10,0.070894367345096
2,15,2,2,10,0.129152594465505
2,16,1,1,10,0.204997928606717
2,16,1,2,10,0.0792604803029704
2,16,2,1,10,0.15017963234876
2,16,2,2,10,0.0912932482452452
2,17,1,1,10,0.0461413997270647
2,17,1,2,10,0.0266655443786423
2,17,2,1,10,0.0493586039678119
2,17,2,2,10,0.123109564623642
2,18,1,1,10,0.168676475956718
2,18,1,2,10,0.0923225761787445
2,18,2,1,10,0.185619859640041
2,18,2,2,10,0.0761679050380561
2,19,1,1,10,0.313309739670608
2,19,1,2,10,0.18652401185373
2,19,2,1,10,0.443789157868953
2,19,2,2,10,0.0334024083075571
3,1,1,1,10,0.0329648595244929
3,1,1,2,10,0.157578321529641
3,1,2,1,10,0.167277526151541
3,1,2,2,10,0.122962594030588
3,2,1,1,10,0.256865115735044
3,2,1,2,10,0.152792602994391
3,2,2,1,10,0.0604866273832184
3,2,2,2,10,0.12295232347148
3,3,1,1,10,0.242276223332102
3,3,1,2,10,0.137072772777857
3,3,2,1,10,0.228380868945586
3,3,2,2,10,0.215389302536623
3,4,1,1,10,0.0433060554823408
3,4,1,2,10,0.210268049240987
3,4,2,1,10,0.213838343383703
3,4,2,2,10,0.0857550892850353
3,5,1,1,10,0.14248694989692
3,5,1,2,10,0.140158517182679
3,5,2,1,10,0.233636371339912
3,5,2,2,10,0.0762929331110007
3,6,1,1,10,0.0731393207074538
3,6,1,2,10,0.133436658213377
3,6,2,1,10,0.181625747537316
3,6,2,2,10,0.192565600246887
3,7,1,1,10,0.102479568329305
3,7,1,2,10,0.284565914206456
3,7,2,1,10,0.0691283126324045
3,7,2,2,10,0.206240347329681
3,8,1,1,10,0.0905922960170292
3,8,1,2,10,0.162157187768459
3,8,2,1,10,0.141360319433494
3,8,2,2,10,0.135789042834326
3,9,1,1,10,0.185033874717895
3,9,1,2,10,0.0649992198276944
3,9,2,1,10,0.276727617939816
3,9,2,2,10,0.219132477579874
3,10,1,1,10,0.0794093031084664
3,10,1,2,10,0.124234632238641
3,10,2,1,10,0.164345202608864
3,10,2,2,10,0.244157681787728
3,11,1,1,10,0.181139162714164
3,11,1,2,10,0.141911114485926
3,11,2,1,10,0.0923774181607946
3,11,2,2,10,0.187283115244701
3,12,1,1,10,0.151556171327358
3,12,1,2,10,0.358150950797349
3,12,2,1,10,0.239923831832247
3,12,2,2,10,0.22430715103311
3,13,1,1,10,0.116458431281764
3,13,1,2,10,0.0946148149392481
3,13,2,1,10,0.157725332908564
3,13,2,2,10,0.229164175474762
3,14,1,1,10,0.240277696000578
3,14,1,2,10,0.152910004368577
3,14,2,1,10,0.326056718288399
3,14,2,2,10,0.280381484449824
3,15,1,1,10,0.185956595335527
3,15,1,2,10,0.11173691886536
3,15,2,1,10,0.0968007241892942
3,15,2,2,10,0.229520125467439
3,16,1,1,10,0.084823983994088
3,16,1,2,10,0.112407766159484
3,16,2,1,10,0.174017498031487
3,16,2,2,10,0.190238054019146
3,17,1,1,10,0.11958847677117
3,17,1,2,10,0.152461810463823
3,17,2,1,10,0.110077062257238
3,17,2,2,10,0.224065123585747
3,18,1,1,10,0.181282143777426
3,18,1,2,10,0.12520859721129
3,18,2,1,10,0.1834531578546
3,18,2,2,10,0.10338315303039
3,19,1,1,10,0.213877773833882
3,19,1,2,10,0.0394377256891076
3,19,2,1,10,0.22782533337939
3,19,2,2,10,0.133276289329078
4,1,1,1,10,0.150192055639545
4,1,1,2,10,0.250467348872763
4,1,2,1,10,0.0302456368322737
4,1,2,2,10,0.229693761231788
4,2,1,1,10,0.303806751024813
4,2,1,2,10,0.0918950228942298
4,2,2,1,10,0.37069872860186
4,2,2,2,10,0.13005712758912
4,3,1,1,10,0.286151261436732
4,3,1,2,10,0.128729047566742
4,3,2,1,10,0.289724073607251
4,3,2,2,10,0.287982818778486
4,4,1,1,10,0.15656775605318
4,4,1,2,10,0.274105862143234
4,4,2,1,10,0.0952364747918913
4,4,2,2,10,0.137601713139544
4,5,1,1,10,0.0740670375757449
4,5,1,2,10,0.0536543872543413
4,5,2,1,10,0.106870418788937
4,5,2,2,10,0.069059521278327
4,6,1,1,10,0.106458430499222
4,6,1,2,10,0.158194561521226
4,6,2,1,10,0.0995796959487193
4,6,2,2,10,0.155863718391278
4,7,1,1,10,0.070311674018541
4,7,1,2,10,0.249410389271052
4,7,2,1,10,0.0210573071474797
4,7,2,2,10,0.26292845051319
4,8,1,1,10,0.0470630852536602
4,8,1,2,10,0.0957046819245025
4,8,2,1,10,0.159177720495717
4,8,2,2,10,0.268168597180907
4,9,1,1,10,0.29781300403516
4,9,1,2,10,0.155295046387342
4,9,2,1,10,0.231187679584736
4,9,2,2,10,0.138915397342894
4,10,1,1,10,0.0542109104723353
4,10,1,2,10,0.0315063459220407
4,10,2,1,10,0.0870562325794382
4,10,2,2,10,0.144146433685217
4,11,1,1,10,0.132994283796461
4,11,1,2,10,0.193395616021477
4,11,2,1,10,0.245693124435983
4,11,2,2,10,0.073462257872307
4,12,1,1,10,0.141948619125297
4,12,1,2,10,0.320353065333569
4,12,2,1,10,0.175527374288718
4,12,2,2,10,0.294324081298582
